@relation selectedData

@attribute tweet STRING
@attribute sentiment {positive, negative}

@data
'USERNAME Овој Бетмен ми еден од поомилените  ', positive
'USERNAME љубов кон животни и храна најискрена  ', positive
'Мис Змија  URL ', positive
'USERNAME дај барем оро нека заиграат во права линија!  ', positive
'USERNAME новинари се тие бе,од оние влијателните  ', positive
'Правилото вели не заследувај твитерџии шо имаат јајце на профил слика,за рекла казала се дојдени  ', positive
'USERNAME Среќа твоја што пред век-два науката и слободната мисла го победиле христијанството. Па ти сега си дозволуваш да мешаш лончиња  ', positive
'-Мамо, стај го бато у количка. =Нејќе, остај го, нека го удри кола, па нека праи шо сака после. -Ама мамооо нема да го удрииии беее  ', negative
'USERNAME Кажи стримот нема глас а не ти ја гледаш на мјут  Демек имаш избор  USERNAME ', positive
'USERNAME ох, колку мајки тоа не го сфаќаат.  ', negative
'USERNAME имав избор, само најдобар беше тој без глас, другите каснеа по неколку минути, не ми пречи и со глас  USERNAME ', positive
'USERNAME немa тaквoбнештo кaј мене  ', positive
'USERNAME Хвала  Узећу предлог у разматрање  ', positive
'USERNAME дај си пет  ', positive
'USERNAME еве ја сум плачко и тоа никако не помага во дискусијава зашто исто така сум девојче шо сака еднаквост  ', positive
'USERNAME Зеле диплома со триста маки а потоа цел живот со мозокот на стенд бај. И со здравата логика се скарани.  USERNAME ', negative
'USERNAME уствари не знам како до толку забегав од темата, ама поентата ми беше дека пиштол е скроз несоодветна играчка за дете  ', positive
'USERNAME Среќен нека е се понајубаво  се надевам дека тортата ти ја изедоа. ', positive
'USERNAME само немој Јана да ја крстиш  жива здрава да ти е. ', positive
'USERNAME Премногу општ е тој термин за нив.  USERNAME ', positive
'Додај коментар ... URL ', positive
'USERNAME али моеше да се исечеш, колку круто се кршеа и какви оштри парчиња искачаа  ', positive
'USERNAME а јас Јовица не го ни познавам  ', negative
'USERNAME Јебе нас што не причају исти језик. Фибел, Ле Талек, Доналд, Кахриман, Рендулић сви причају француски  ', positive
'USERNAME ко комбилизон за механичар  ', positive
'USERNAME лошо е ти ако го делиш мислењето со нив  ', positive
'USERNAME Низ својата историја, Земјата била у и многу полоша состојба. А и за 50 години популацијата ќе почне да опаѓа и се ќе се среди  ', positive
'USERNAME а ова самово кај оди  ', positive
'USERNAME грац!  ', positive
'USERNAME и јас сакав да имам ресторанче негде, на периферија во некое градче меѓу планини... неостварена желба  USERNAME ', positive
'Заберите на стену  URL ', positive
'USERNAME Кој знае, игра, кој игра има  ', positive
'USERNAME секакви ни треба   некогаш и нас ни треба некој да ни ја наполни енергијата или да црпиме живост од нечија насмевка  ', positive
'USERNAME најјако е шо местото е моустили нејтив американ  ', positive
'USERNAME И они ќе ти пратат \"поддршка\"  ', positive
'USERNAME USERNAME USERNAME USERNAME Само ако ја оставаат кујната средена ко Рудолф  ', positive
'USERNAME се гледа  ', positive
'USERNAME додуша и кучињата не ги сакам многу, ама ај, за нив ќе се разбереме друг пат  ', positive
'USERNAME јас си правам сложувалка  ', positive
'USERNAME спешл кајнд оф лав  ', positive
'Ја сам се ужелела јако кад је била средина јуна,давно. Сутра долазим код вас на концерт,каснићу сат и по,али долазим URL ', positive
'USERNAME да не беше инат кај ќе ни беше крајот  ', positive
'USERNAME јеееее јеееее истинаааа .... кинески кралици иаме за извоз  ', positive
'Ивана Шпановић освојила Дијамантску лигу.  Браво Ивана! ', positive
'USERNAME паркови, кучиња, луѓе и понекогаш месечината  ', positive
'USERNAME ко градот да го ослободиле  ', positive
'Свиђа ми се видео URL My coreography.  корисника USERNAME ', positive
'USERNAME Тоа е само за полесно соблекување. Изгледа од ист турски магацин ја порачуваат робата на големо.  ', positive
'USERNAME USERNAME го памтите муабетот за шкендија...  Само да ве позз  ', positive
'Подлизалка  ', positive
'USERNAME Еееј стварно? Хахахаха... дај Боже.  ', positive
'USERNAME хахахаххаха лола је рт овај меншн  ', positive
'USERNAME хвала стари  данас су ме испиздили којекакви који би бранили све и свашта, али ово је нешувено угрожавање слободе. ', positive
'USERNAME Сѐ е тоа плагијат, која сакаш марка ќе ти стават лого. Шверц комерц од Турција директ.  ', positive
'USERNAME USERNAME па не мора, прије ће цијене да спадну. зашто је у сиромашним земљама све јефтиније?!  није правило, али близу је ', positive
'USERNAME хахаха ејјј колку  ми се нервира шефот кога ќе ми треба  нешо и ќе му титнам  ', positive
'USERNAME Не знам кај да гледам, ништо не ми дава мене. Изгледа треба да преинсталирам нешто.  ', positive
'USERNAME хахаха е тоа да... Се освен студирањето ми е стрес. Посебно ракомет. Тука се сфаќаме  USERNAME ', positive
'USERNAME не могу да се сетим шта тачно каже кад види да петао гази кокош, ал то ми је најјаче од њега  ', positive
'USERNAME USERNAME тоа е... Исто ко со вмро кај нас.  ', negative
'Требаше по пиќиња у Винил да идеме, ама нема селски аутобуси после 22, нема како дома да си одиме  ', negative
'Најдов песна за рингтон!  URL ', positive
'USERNAME USERNAME USERNAME Чак ТејлорКИ е правилно. Ја да ви кажам  ', positive
'USERNAME Или некој јадел бурек на неа.  ', positive
'USERNAME после првата минута почнува крв да течи од уши  ', negative
'Грдо е ова најт моуд бе  URL ', negative
'USERNAME Ја од искуство им кажуем, ама не ми веруваат  ', negative
'ако нема магија не ни сакам да иам ќилимче  ', negative
'USERNAME комуникација  ', negative
'USERNAME ноуп, можеби само дремка од најмногу 40 мин.  ', negative
'USERNAME многу години тренираше одбојка па ако проба спенкинг по инерција she\'ll send me flying  ', negative
'USERNAME упорни се, а тоа успева  ', negative
'USERNAME не ти ги поправија на совет бе? ....  ', negative
'имала сам својевремено идеју са другаром милошем да идем по сахранама, да анимирамо народ, ал оженио се смрад па му жена не да  ', negative
'USERNAME USERNAME USERNAME најнеомилено место ми е тоа железното, високо  ', negative
'USERNAME USERNAME моар МОАР   ', negative
'USERNAME USERNAME USERNAME то је коце урадио. и његова фамозна паришка коцка, тзв макадам  ', negative
'телетабисите требаше да бидат црно бели  ', negative
'USERNAME немаше да ми биде толку гајле ако претходните неколку дена спиев колку што треба.  ', negative
'Џабе пиеш Ајран, ако се ложиш на трибјут Ајран Мејден бендови.  ', negative
'USERNAME ама не  ', negative
'USERNAME ако не е фотогеничен нема лајкови хх  ', negative
'\"Од шо си мирна си патеш у живото\" - Брат ми  ', negative
'USERNAME USERNAME лелеле си имам уште некој/а за отсакување  ', negative
'USERNAME па не знам кој имам на инста више... не си како Швајн сигурно  USERNAME ', negative
'USERNAME ќе ми веруваш ли ако ти кажам дека и јас сум?  И не се шалам, сериозен сум ... :/ ', negative
'USERNAME не ти го сфатив ова ама ајде нека иде  ', negative
'USERNAME USERNAME викај го Јовица, пошо ми е невидлив  ', negative
'USERNAME не ми се мешај у штипки сеа, глеаш дека со братов USERNAME пробуваме да си ја договориме USERNAME за гунгање...  ', negative
'Во тебе би се вљубила повторно  ', negative
'USERNAME а да ги измиеш садовите, пошо ми го загоре гравот, тенџерето ми е партали...   USERNAME ', negative
'USERNAME не ме штедат на тренинг  ', negative
'USERNAME USERNAME јоцо бе даае цел тл си го бележа не можеме другиве љубов да изразиме :/  😢 ', negative
'USERNAME  па најмалце твитам  ', negative
'USERNAME па тоа, ама срам ми беше да признаам јавно  хагахах беај бе! слатка! USERNAME ', negative
'Aло полиција? Го сакам уште  - адннењнфекдјиејнДДФФФФ!!!! многу нервозни одсaбајле бе...:/ ', negative
'USERNAME јас и муви пуштам надвор  и мислам дека се враќаат  ок може не се истите ама како може човек да знае кога не сме се зближиле  ', negative
'USERNAME све и једна бивша мие то стављала ко life event  ', negative
'USERNAME USERNAME јас сум пример за тоа  ', negative
'бебо, џеси сад?   лажу дае свиет мали. ние он мали, ное србиа велика ', negative
'Вчера полагав писмено.  На крајот од тестот напишав: Имајте милост професорке  Или ќе положам со 6ка или ќе ме испадат од факултетот. ', negative
'#доброутро #онакога ти е лута по сабајле ...  URL ', negative
'а дека го удрив предното тркало на точакот во задна гума од кола во движење  ', negative
'USERNAME Љубов не е за еден. А фино кажа дека ТИ си мислела  ', negative
'Цел месец у кола слушам ЏезФМ и никој ни поглед ми нема фрлено ..  Утрово си го пуштив ЏејЗи - Магна Карта и сите ме гледаа ко криминалец  ', negative
'USERNAME јaс вчерa гo aктивирaв истиoт  ', negative
'.@kraft_mk  - \'Ад-Хок\' ... * Да (си) ја погребам нишкава, од 2015та. По 100ти пат.  URL ', negative
'USERNAME кажуј ги цели скали. Од кај да знам сеа шо да одговорам? Ми даваш две вредности само  ', negative
'USERNAME ти изгледа за СК2014 зборуваш  ', negative
'Ти и поклонуваш тегла ајвар она со друг го јаде  ', negative
'USERNAME Лани од 900 жртви у Европа, 750 се во Турција  Исто на BBC дознав у некоја друга емисија ', negative
'Никада нисам сањао анђеле  ', negative
'USERNAME и тоа од бившиот  ', negative
'Дечки, ја никогаш нема да фатам дечко, пошо понекогаш се понашам ко “машко”, а дечко ми секако ќе сака некоја што се понаша ко “женско”.  ', negative
'само јас кога ќе прочитам Шкендија ми личи на микс меѓу шкембе и пивтија?  Ок  ', negative
'USERNAME ееј не ми го вреѓај апаратот и така више многу пропати  ', negative
'Вратов ми е толку вкочанет ни ручек не можам да си јадам на мир  ', negative
'USERNAME одамна кажувам ама никој не слуша  ', negative
'USERNAME ама немам инста.  ', negative
'Се шалам не сум изнервирана, само уморна  ', negative
'USERNAME USERNAME еве пробав, вистина е  ', negative
'USERNAME па па па...  ', negative
'грлогреб  ', negative
'USERNAME Јесте  ', negative
'USERNAME Нема поента губење време за лига на ДПМНЕ и ДУИ.  ', negative
'USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME ff со песна со све, и ја сакам у вакво фф  ', negative
'USERNAME ја требаше сега во септември ама ниш не испадна  ', negative
'USERNAME USERNAME Oдвратно е тоа што ја натерале жената да се соблече. Освен ако немале сомнение да е суисајд бомбер  Уат д фак. ', negative
'А требаше лани да добијам награда за риплај на годината  #твитерНагради URL ', negative
'седиме на кафе поминуе пајак и едниов другар му вика на другиов на заебанција \"еј абе брат те дигнале\". тргаме да си идеме and guess what  ', negative
'се осеќам како гомно кога правам unsubscribe од некој сајт на мејловите и ќе ми пишат на гудбај скринот \"we hope you come back\"  ', negative
'USERNAME ајде ђоле, закопај ме  ', negative
'USERNAME не, ништо  ', negative
'USERNAME дојди да си се тешиме со сладолед  ', negative
'USERNAME ја јесам  ', negative
'USERNAME ми фали \"место\" во риплајов  ', negative
'USERNAME ми слета вакво плаво само што, дома. Не знам што да му правам  ', negative
'Сега, таму некаде, некој жмровец, донираните ќеш пари ги конвертира во материјали донирани од други лица. Ебати бизнисмените  ', negative
'Ти ја мислиш другарка она не ти дава да изедеш три кроасани  URL ', negative
'USERNAME Нека им плаќа газдата на МЗТ. Владата има поважни барокни инвестиции.  ', negative
'USERNAME Да, ЈАР, осрамотих се сада.  ', negative
'USERNAME Нема правна држава. Било кој работодавец може да не исплаќа ниту плати ниту пак давачки кон државата и никому ништо.  ', negative
'USERNAME абе јас носам такви, шо им фали?!  ', negative
'Уште никој не ја сака мацава.  URL ', negative
'USERNAME ко тетреб некој се вртев на прв кат, ќе рече човек изгубена сум.  ', negative
'USERNAME јас па 10000 евра на заем ќе ти барав  ', negative
'USERNAME па није теби кад си змија, змијо  ', negative
'USERNAME Не е секој роден за да живее цивилизирано во зграда.  ', negative
'USERNAME ама и така ако броиме не испаѓа први.  Првиот им е изгледа полукат. Евентуално си ги споиле ко еден кат само. ', negative
'Дечки, година дена одам по ресторани и нарачувам панакота и никогаш немаат.  ', negative
'- За мене Голема Македонија ако може. - Ауууу, многу паднала ценава  URL ', negative
'USERNAME ако ако .. Ќе видиш ти  .. ', negative
'USERNAME USERNAME врска немам, не пијам газирано, многу ми се гадни  што си сакаш, тоа. ', negative
'USERNAME знам, никогаш вака не ми текнува, случајно ќе видам у мени и после ме разочаруваат.  ', negative
'USERNAME еј од оваа слика какви кошмари сум имала.....па уште тројцата кога се  ', negative
'Гледам профил неког педера на инста и буквално плачем ЗАШТО ЈЕ ЧАК И ПЕДЕР МРШАВ А ЈА НИСАМ  ', negative
'нема тука со кој да се напушиш  ', negative
'USERNAME знам како ти е и ја сум со плав корен  ', negative
'USERNAME тетка  ', negative
'USERNAME замисли не ја пративме   USERNAME ', negative
'USERNAME пошо единственото место на жената е -КУЈНА. Срам да ми е шо не знам да прам торти  ', negative
'USERNAME секој викенд у кафана, ја не памтим од кога не сум излегла за викенд  ', negative
'Окончана драма у Блоку 45, полиција привела нападача (снимак хапшења) URL ovaj jadnik ne zna gde tera...  ', negative
'Ми го нема упаљачот  ', negative
'USERNAME онда нема ни људи  ', negative
'Не ми напраивте фф и ја затоа сакав да си легнам у 9.  Не знаев дека е петок,  пред да почнам да мијам тањири.   ', negative
'USERNAME USERNAME застанал нели сум гледал ме удрил, а пред мене мајка со мало девојче ќе ги согазев  ', negative
' — осећам се болесно ', negative
'USERNAME џабе, се пробав и пак не сака. Ми стига порака ако ми врти некој, ме кажува недостапна  ', negative
'USERNAME USERNAME се пробав, може да е до андроидот ако лошо се апдејтувал  ', negative
'Не смејте се људима са селфи штаповима  ', negative
'USERNAME кај дада ќе одам  ', negative
'USERNAME бу утром да? Итирик буолуо  ', negative
'USERNAME па да  ама за 3 години правам🙅🙅🙅🙅🙅 ', negative
'USERNAME ни јас  ', negative
'USERNAME му напраила намештаљка и сеа чувај деца  ', negative
'USERNAME не ме бива ич ама се трудам да не остане трудна  ', negative
'USERNAME не частиш од тоа крофните  USERNAME ', negative
'Викаат чуда постоеле, ако веруваш во нив Еве веќе 3-4 саати како на секој пола саат проверувам да не најдам сладолед во фрижидер и ништо  ', negative
'USERNAME Брат една има бегано од мене.. Се гледав 15 минути дали толку личам на манијак..  ', negative
'USERNAME Но тој е нашиот татко  ', negative
'USERNAME  јас само Аца Пејовиќ го слушам ', negative
'USERNAME Данас сам мислио на бившег друга  ', negative
'USERNAME Ја то нисам никад радио.  ', negative
'USERNAME каде е мојата телеграма?  ', negative
'Најголем страв ми е детето да не ми биде глупо  ', negative
'прочитај ми шо пишува во составот... - мадеин полска.  ', negative
'USERNAME шкада  ', negative
'USERNAME исто. ама одамна ногу тоа. денеска само отров се блуе.  ', negative
'USERNAME Морамо да пазимо шта пишемо или оде 200.000 динара  ', negative
'ме заследи USERNAME , а вие не го гледате мојот потенцијал за поезија!  ', negative
'USERNAME не можам да го оправам ова, ја најдов статијата и вика да симнам некој програм што е уствари malware  ', negative
'USERNAME ама па нов ми е албумот сакам да задржам имиња  симнував некои софтвери за тоа да средат ама тапа. ок, ќе плачам на глас ', negative
'Најголема грешка ми беше што си доставив мајонез во baconburger-от од Ројал.. ми се смучи од мрсно  ', negative
'USERNAME и ја имам селфи  ', negative
'USERNAME се ми е јасно....  ', negative
'USERNAME аааа баш сам мислио да ме извештаваш о свему  <3 ', negative
'Брат ми и мајка ми имале сообраќајка сабајлето фала богу не се повредени енос дознавам и шо лош ден?  ', negative
'USERNAME  најважно е што не се повредени.. ', negative
'Најверојатно ко ќе цркне скроз тогаш ќе плачам  #мојотРозетелефон ', negative
'Осеќам има нешто шо никој не сака да ми каже аман  ', negative
'USERNAME Фала богу не е сериозно само материјална штета некој таксист шо возел 150 во нив удрил по патот шо се одиле нормално  ', negative
'Нема полоша втора смена од мојата. Од 2 до 10  ', negative
'Се’ од татко ми, на барање на Архивот на Р.Македонија, предадов во старата зграда. Добро бе, до кога вандализмов?  URL ', negative
'USERNAME Со све касниш, као и со развојот  ', negative
'Она коа се забављаш по дома, си го фоткаш ручекот и после два саати треба да го средуваш хаосот  ', negative
'USERNAME али дисфункционалнае душа  правиш грешку човече ', negative
'USERNAME Абе сакам и ја, АМА НЕМА!  ', negative
'И боја сменив  ', negative
'USERNAME го збориме од четвртокот на работа и стварно морам да јадам  ', negative
'сакам да сум во некој јак спот ама после ми текнува дека не сум 90-60-90  ', negative
'Морам да почнем да пушим па да се сликам са цигаром да будем кул увек заостајем за трендовима  ', negative
'USERNAME USERNAME Страшно  Кога бев дете од далеку само го гледав женскиот дел. Страшно беше.. девојки, дечки, другари...:((( ', negative
'#Онакога ти самошто си се заљубил, а она престанала да ти враќа на чат  ', negative
'USERNAME USERNAME Ужасот со кој утрово помислив што Емел преживеала, 6 ГОДИНИ. Сериозно:има радост, има нежност и го има тоа  ', negative
'Па ко за пол шо за жени вика \'пичиња\' многу лесно се вреѓате за глупости  ', negative
'Знам дека сум претерала со диетите, кога вака ќе почнам да имам тешкотии во стомак после секое јадење  ', negative
'USERNAME јас во забавиште на групна слика се сликав со шешир  ', negative
'Пурум пум пум     ', negative
'USERNAME Брендфорд сссуки на последних секундах победу упустили  ', negative
'USERNAME постара особа беше  ', negative
'USERNAME и по грдите вафли што ги јадевме  ', negative
'USERNAME USERNAME само еднаш во цела игра ми се деси да се префрлам на него и по гаќи да брка некој друг  ', negative
'USERNAME сакам и јас  ', negative
'USERNAME Штом е некој директно или индиректно уценет, мора да молчи и да ја голта секоја горчлива кнедла. Нема пари за џабе.  ', negative
'USERNAME Е па и тие слепците ги држат во рака на некој начин, со субвенции, социјални исплати, покривање режиски трошоци or else...  ', negative
'USERNAME Тоа денес се сфаќа како неопходен детал за социјализација.  ', negative
'USERNAME ц ц ц ц, како така сеуниверзумските цареви, најкиот тим во универзимуот и пошироко не постигнал гол против Хал Сити?  ', negative
'РТ ПЛС  #ВуппиФолловитФаталоида #танцынатнт #LoveIsLarryStylinson #СосёмВИнсту URL ', negative
'USERNAME Не вреди таков труд ако мнозинството ти наметнува откажување од личниот идентитет по секоја цена.  ', negative
'Ама и ја сум фан на Манчестер Јунајтед  ', negative
'да разјасниме не би го тепал баже стварно со кундакот зашо маленко ќе биде уше толку поисфрустрирано човече ако нема кој да му го залигаи  ', negative
'USERNAME не го бива, коа кликам на иконата отвара само месинџерот од Гарена, ќе пробам пак да ја симнам  ', negative
'USERNAME све сама ђубрад  ', negative
'USERNAME USERNAME мене ми се гужвани сите алишта у куфер..онака љуто стаени од револт што се пакувам за дома  ', negative
'USERNAME USERNAME USERNAME ние сиромаштијата гледаме само торенти  ', negative
'USERNAME Немој сеа вака да праиш, без тебе ништо од владата.  ', negative
'USERNAME Треба сите да се замараме со политика во државава, не само 2~3ца.  ', negative
'Јас знам каква ќе биде количката за нашето бебе он ми вика дека не го сакам.  ', negative
'USERNAME Саутемптон  ', negative
'Цело време барам далечинско од клима по навика, не сум се вратил во реалноста дека дома немам клима  ', negative
'USERNAME не изгледа  Ама дој нема везе ', negative
'USERNAME пеер џабе.. појма немам од жанров  А сакав уз песна и поздрав да пуштам.. ехх ', negative
'USERNAME ама сакам да те импресионирам ама ти не ме сфаќаш  ', negative
'Ето доживјела сам и то да мрдам гузицом уз пјесму Саше Ковачевића.  ', negative
'USERNAME јас сум за falcons, ама брејди синоќа како среди сè, може за patriots да се префрлам. Мада првите 4 недели нема да игра  ', negative
'USERNAME Ни ја не гледам. Само еден период од живото обрнував внимание на такви непотребни спортови.  ', negative
'USERNAME видиш мој алексе црни сине, заклела се земља рају да се тајне све сазнају  USERNAME ', negative
'USERNAME си зададов задача да се сликам секој ден и еве ме 2 недели подоцна.  ', negative
'Ми ја нема симпатијата на твитер... овоа нема смисла  ', negative
'USERNAME не се нервирај...  ', negative
'мој другар Џони црногорац што је зарадио стомачни вирус а ја нисам  URL ', negative
'И јас  URL ', negative
'USERNAME еве сум, уште чекам да ми дојде втората мисла  ', negative
'зајебано брт ово кад се вратш у недељу ујутру са летовања, послуга није ту па сам мораш да износиш торбе из кола  ', negative
'USERNAME пет угажених лисица и ч маћке до београда  ', negative
'USERNAME  Са теста на алергије  URL ', negative
'USERNAME USERNAME ама све ја го примам  ', negative
'USERNAME е не, али озбиљно. мени је то посебна дијагноза кад жена тупи о својој лепоти. још ако је лепота уочљива само мами и тати..  ', negative
'USERNAME Не очекувај ни упатување честитки за весели поводи. Отровно било споделувањето туѓа среќа.  ', negative
'По долго пребарување сфатив дека сум фрлила кутија цигари со 1000ка во фолијата.  ', negative
'Драг мој дневнику, вчера цел билтен излезе, јас не  ', negative
'USERNAME Дежаву ситуација низ државава е оваа. Да има некој осет, ќе го мислат нетокму.  ', negative
'Симоне Ѕаѕа  ', negative
'Летото заврши, јас Битола не си појдов за да си најдам жена од Австралија.  ', negative
'Радичевић...  URL ', negative
'USERNAME и јас имам чувства кон Хелекс  ', negative
'USERNAME а никогаш не си ја пробала мојата пасија кон готвење  пинг USERNAME USERNAME ', negative
'Искачаш у парк и сите девојчиња исти. Шамијата на глава, чорапите до колена, кратки панталони и кошула карирана.   ', negative
'USERNAME Аааааа, дај навакааа. Не паметам дека сум пробала  плачааам ', negative
'USERNAME неколку дена не отварам црна хроника, ама ми прелета на ТЛ. Жал ми е  ', negative
'USERNAME Или барем остај ми дватри пара штикли хехе Ок, не е смешно знам  ', negative
'USERNAME USERNAME за таа сообраќајка не ќе да е виновен кандидатот туку инструкторот/комисијата. Изгледа и школата е нечија  ', negative
'USERNAME пер, то е. ја плаќам, а не ме задоволуе  ', negative
'USERNAME немае на јутјубу, јер је то нови албум па још ние изашла  ', negative
'Колку само ќе било прејако да сум лав у подзнак.. Јарец-Лав, крвотници! Ама не сум  ', negative
'USERNAME не сакам да зависам од никој сакам сама да си ја исполнам  ', negative
'USERNAME USERNAME шо збориш?  ', negative
'USERNAME стерилна?  ', negative
'USERNAME двете мажени јас женет засега сме на, АХ  ', negative
'USERNAME побио град  ', negative
'USERNAME Устав и закони постојат само ако се спроведуваат. Во спротивно џабе потрошена хартија за нив.  ', negative
'Роуз  ', negative
'USERNAME Мене уште повеќе. Секој гради што сака, без инженери, без пресметки и ќе се чудат кога картониве ќе паднат ко во Аматриче.  ', negative
'USERNAME исто и ја тако кад су у Езелу убили Тефика  ', negative
'USERNAME леле не беее  само лошо се совпадна твитов, со моето лајкување на твои слики на фејсбук <3 ', negative
'Не е убава мајко, ама не е ни добра  ', negative
'USERNAME USERNAME опрости, нисам имао нета, нисам ти честитао рођендан, надам се да се не љутиш што касним  ', negative
'Што му се случува на македонскиот патлиџан ?   Зрел од надвор со вкус на гума, а зелен внатре !   URL ', negative
'USERNAME дел од нив не се баш така бездомници, ама на дел стварно им треба помош...глеаш дека сите заслепени од друго и не им е гајле  ', negative
'USERNAME Голема неправда  А он таков козар искусен, гарант се ќе ти објаснеше ', negative
'USERNAME Што значи тоа од нула? Државата ги презема старите долгови а газдата си почнува целосно ликвиден без да вложи ни евро?  ', negative
'USERNAME Природата става лимити, затоа ДПМНЕ ќе удрат остро во ѕид штом не можат да го сфатат тоа.  ', negative
'USERNAME USERNAME хaaхaх сaмo штo никoј не ми идеше пo тoрбите  ', negative
'USERNAME добро е што верверичката избега, жал ќе ми беше да ја гледам во кафез од папагал.  ', negative
'USERNAME Немаме сили за толку. Уште десет години не можеме да издржиме со ваква криминална шема. Ќе нема од што да се краде.  ', negative
'вратио сам се из мора и једе ми се паштета  ', negative
'USERNAME кажи ми дека ова не беше шега со комарци и крв/Крф.  ', negative
'USERNAME ја жалам USERNAME  ', negative
'USERNAME USERNAME то су чубурска посла, ми из шумадијско-руралних делова београда то не разумемо  ', negative
'Мислам дека порано бев поубава  ', negative
'USERNAME еве ја опцијата... Брат мора побрзо да се начукам инаку отидов јабана  URL ', negative
'.@kraft_mk  Твит од денот на воениот удар во Турција.  - Иванов и Чавков(!) успееаа да добијат улога во него  URL ', negative
'USERNAME доаадно на свадба?  обожавам да одам на свадби ама никој не ме вика :\'( ', negative
'.@kraft_mk  Твит од денот на воениот удар во Турција.  - Иванов и Чавков(!) успеаа да добијат улога во него  URL ', negative
'USERNAME USERNAME и ја погрешка два пати  гадно иу ', negative
'И јас  URL ', negative
'USERNAME USERNAME Не ми прави лиги, две години ја немам пробано  ', negative
'Жалим што нисам рођена 13. у неком месецу 89. године  ', negative
'USERNAME Без слике не вјерујем  ', negative
'Дали ако нема твитерџика што играла LORD тоа значи дека се сите мали за мене  ', negative
'USERNAME истото се има десено у лосанџелес и луѓе пријавувале во полиција дека има нешто чудно на небото  ', negative
'USERNAME значи кој уживал, уживал...нема слики  ', negative
'USERNAME секој е приказна за себе, секој втор е со порок, секој трет е будала, секој четврт има астма...итд. А никој нејќе да е секој  ', negative
'USERNAME џабе  ', negative
'USERNAME не знам  ... слушни ѝм ја новата песна... Се заразив со нејзе ', negative
'USERNAME веќе подолго истата боја не можам да ја најдам, па може ќе треба да ја сменам фарбата...тоа е бојата шо ми треб  ', negative
'Ај сеа втора тура бањање за Борче за да докаже дека нема пирани  ', negative
'USERNAME фала на комплимент  ', negative
'USERNAME Даааа, чекам дизајнер да ми издизајнира. Леееј едвај чекам, далеку е февруари  ', negative
'USERNAME USERNAME какав развој теме, а само сам констатовао да си заостао јер ти се не допадају локне  ', negative
'ок, стањиле су ми се ноге, сад ми је превелика глава  ', negative
'USERNAME озбиљно  ', negative
'USERNAME ..... претпоставувам дека не е  ', negative
'Заборавив дека денес требаше да го осветлам Скопје од Водно  ', negative
'USERNAME траума од детството, ден денес не користам оцет во исхрана и не го трпам мирисот  ', negative
'USERNAME ама сакам  ', negative
'USERNAME па чекај, во дм за роденден ќе ти пратам. Се\' пред време сакаш ти  ', negative
'USERNAME на здравје  ', negative
'-Колку години имаш? -17. Сакам волку да останам, не ми се расте пааа  -Епа убиј се ондак. ', negative
'USERNAME деќкото ради чиј блок не можам да прочитам како е по студентските домове низ државата  URL ', negative
'USERNAME и мене ме има вој  *си ја треска главата у ѕид* ', negative
'Ајде лапаај си!!! А таман мислев да бришам твитер  URL ', negative
'Ова до пред 3 недели беше една прекрасна бавча и овоштарник  URL ', negative
'USERNAME индиректно  види на сите твитој си имам сама риплејнато ... ', negative
'USERNAME сега ми се јаде бурек  USERNAME ', negative
'Колку убава девојка... али толку слаба немаше ич гз  ', negative
'USERNAME вчера го гледавме Тетово од горе - кучињате лаат оџакот си чади...  срце ми се скрши ', negative
'USERNAME у Ск и без пари нема дрво  ', negative
'сама сама  URL ', negative
'Цело лето само еднаш се избањав на море ... Да тибам тоа летото неубаво  URL ', negative
'Ги посматрам од далеку сите мажи шо ги знам и ниеден не би го земала за швалер ко ќе се омажам. Дајте нови мажи  ', negative
'Ни остана само уште Бугарски воз  URL ', negative
'USERNAME не упознах боље друштво од себе  ', negative
'приближава се дан плате и већ смишљено пар дана причам о томе како патим за мантилићем из манга али ја стварно морам да имам тај мантилић  ', negative
'USERNAME да!  А срањето е што сум дебел и смрдам  ', negative
'Ову слику ми је рођена мајка послала на вибер ДОБРО МАМА ЗАР И ТИ  URL ', negative
'USERNAME ОЧИГЛЕДНО  ', negative
'USERNAME сиренце имам, ајвар немам  донеси ако имаш и ќе јадеме :)) ', negative
'Некои прават еден профил на нивните деца, и не ги блокираат. А мене фејсбук секоја недела ми бара лична карта  URL ', negative
'USERNAME ко да не беше доволно што се вика Блу Ајви  ', negative
'Затоа што живеам на погрешен континент и се онесвестувам во 23h од умор, затоа сега морам да читам што се случувало на VMA.  ', negative
'наљутим се једном и онда не могу да престанем да радим све што је могуће да се осећаш што горе јер си ме наљутио, јаче је од мене  ', negative
'USERNAME Шта је ово Владимире сваки дан проблеми  ', negative
'дојдов на работа без униформа....понеделник  ', negative
'Многу е жално што се палиме на Цеца и Северина   ', negative
'USERNAME и почеток на школска година  ', negative
'Некој ден кога ќе ме испратат моите ин витро деца во дом за стари луѓе нели пак ќе ме фејвате?  ', negative
'USERNAME ништо  ', negative
'USERNAME ќофтиња на мајка, бегаат од луѓе  ', negative
'USERNAME ама стварно па  ', negative
'Лелеее ДМ паужину ми фати    *Објави 713 скриншота на хаштаг. ', negative
'ЛЕЛЕ БЕ САКАМ У КЈОТО ДА ОДАМ!!!  И ВО ТОКИО! И ОСАКА! И ОКИНАВА!!!! URL ', negative
