@relation processedData

@attribute tweet STRING
@attribute sentiment {positive, negative}

@data
'USERNAME ко градот да го ослободиле  ', positive
'Свиђа ми се видео URL My coreography.  корисника USERNAME ', positive
'USERNAME Тоа е само за полесно соблекување. Изгледа од ист турски магацин ја порачуваат робата на големо.  ', positive
'USERNAME USERNAME го памтите муабетот за шкендија...  Само да ве позз  ', positive
'Подлизалка  ', positive
'USERNAME Еееј стварно? Хахахаха... дај Боже.  ', positive
'USERNAME хахахаххаха лола је рт овај меншн  ', positive
'USERNAME хвала стари  данас су ме испиздили којекакви који би бранили све и свашта, али ово је нешувено угрожавање слободе. ', positive
'USERNAME Сѐ е тоа плагијат, која сакаш марка ќе ти стават лого. Шверц комерц од Турција директ.  ', positive
'USERNAME USERNAME па не мора, прије ће цијене да спадну. зашто је у сиромашним земљама све јефтиније?!  није правило, али близу је ', positive
'USERNAME хахаха ејјј колку  ми се нервира шефот кога ќе ми треба  нешо и ќе му титнам  ', positive
'USERNAME Не знам кај да гледам, ништо не ми дава мене. Изгледа треба да преинсталирам нешто.  ', positive
'USERNAME хахаха е тоа да... Се освен студирањето ми е стрес. Посебно ракомет. Тука се сфаќаме  USERNAME ', positive
'USERNAME не могу да се сетим шта тачно каже кад види да петао гази кокош, ал то ми је најјаче од њега  ', positive
'USERNAME USERNAME тоа е... Исто ко со вмро кај нас.  ', negative
'Требаше по пиќиња у Винил да идеме, ама нема селски аутобуси после 22, нема како дома да си одиме  ', negative
'Најдов песна за рингтон!  URL ', positive
'USERNAME USERNAME USERNAME Чак ТејлорКИ е правилно. Ја да ви кажам  ', positive
'USERNAME Или некој јадел бурек на неа.  ', positive
'USERNAME после првата минута почнува крв да течи од уши  ', negative
'USERNAME USERNAME  скончавајмо док је вријеме ', positive
'Јако  URL ', positive
'USERNAME прашање беше дали треба за да ја користам читалната  ', positive
'USERNAME Пази, кад смо код штикли, умјесто на бициклистичке ја могу да подсјетим и на фармерке и најлон-чарапе.  USERNAME ', positive
'USERNAME малку збориш ама право судиш  #флегматиксет ', positive
'USERNAME Јогуртот помрсен се погодил.  ', positive
'Живот је кратак. Смијте се док још имате зубе. ^_^   ', positive
'Копи-пејст е вистински владетел на ФБ! Ако не постоеше тоа чудо ќе имавме јасна слика колку сме неписмени и сме далеку од Европа  ', positive
'USERNAME Ама само мислам, пошто не знам какви ингиренции има обезбедувањето таму и какви проверки прави  ', positive
'USERNAME совршено сум свесна и фала шо ме поштеди од надимакот грд  ', positive
'Грдо е ова најт моуд бе  URL ', negative
'USERNAME Има нешто нејасно?  ', positive
'USERNAME Мислим да се многима то неће свидјети.  USERNAME ', positive
'Какви автентични македонски подароци можеш да им дадеш на странци? Ај предлог плс  ', positive
'USERNAME Ја од искуство им кажуем, ама не ми веруваат  ', negative
'Ете го бе Венгер купи напаѓач и тоа од Ла Коруња  ', positive
'USERNAME хахахха а има још кад каже да је њихов петао нагазио кокошку пиргу, само десет пута смешније кад он каже   ', positive
'USERNAME уф шo сaкaм кoгa ќе претпoстaвиш декa вoзaм феминистички филм и скрoз ќе јa утнеш  ', positive
'USERNAME Јој, види шишкица.  USERNAME ', positive
'ако нема магија не ни сакам да иам ќилимче  ', negative
'USERNAME првото,ајде може да оди во прилог на твојата теорија,но збор што завршува на -чка, да ти кажам право, многу ок луѓе родила!  ', positive
'Занимљив интервју за Творзаном  URL via USERNAME ', positive
'USERNAME Сестра увек најдобро мисли  ', positive
'USERNAME Освен ако не најдеш рецимо некој Линксис со хакнат фирмвер во кој можеш да вметнеш кастом МАС  ', positive
'USERNAME Морам избунарати цијелу ову емисију. Имам негдје у кући. Да се забављам.  USERNAME ', positive
'USERNAME ја само на тоа сум   топ е ', positive
'USERNAME за сега е гуд, ама ако почнам и муабет да му праам, мавајте ме со некое пикадо за освестување  ', positive
'Тајна вечера   URL ', positive
'USERNAME според резултатите гајле им е како е напишано  ', positive
'USERNAME има веќе 1-2 години уназад, да  ', positive
'USERNAME ми го скрши филмот  USERNAME ', positive
'добро дали има уште некоја будала што сериозно го сваќа некој овај ѓуптин?!  URL ', positive
'USERNAME лијепо  ', positive
'USERNAME USERNAME USERNAME реторичко беше прашањево, не се бафтам со зелени (пи)перки  ', positive
'USERNAME лелејјјј паклена комбинација еј  И кожњак и долна тренерка е исто така врхунац  ', positive
'USERNAME или не е апдејтирана табелава  USERNAME USERNAME ', positive
'USERNAME Грч ладно пиво за братот одма....  ', positive
'USERNAME егзакли  ', positive
'USERNAME преди години, години пуших де  ', positive
'USERNAME USERNAME ај сега не претерувај  реален маж ќе каже \"битно е каква е гола\" вие одма тука, оцени, ова она  ', positive
'USERNAME нема зошто да се извинуваш затоа што си прашала нешто, а ништо не си згрешила  USERNAME ', positive
'USERNAME сакаш со мене, ќе ловиме покемони?  ', positive
'\"полицајци са дугим цевима\" еее нисте могли пушке да им купите, педери  ', positive
'USERNAME Колку време си без фебе ?  ', positive
'USERNAME USERNAME не знаеш што збориш другарче за шал   сепак никој неможе да ти забрани да сакаш/мразиш некому  има исклучоци да ', positive
'USERNAME  исто можеш да се насмевнеш после и да се видиш  како ти светат така очите, убаво е  ', positive
'USERNAME комуникација  ', negative
'USERNAME вртен не вртен, сеа ќе и објаснам  ', positive
'USERNAME ова од искуство м  ', positive
'USERNAME ЗАНИМЉИВО ИМЕ...  ', positive
'USERNAME USERNAME *играа. И го лапнаа со 0:4 сред Скопје  ', positive
'USERNAME USERNAME не издржа срце јуначко   ', positive
'USERNAME не бе, ме пукна флешбек од кадаров и прво во глава што ми се појави беше СКОТ БАКУЛА  ', positive
'Коља разбива!  URL  URL URL ', positive
'USERNAME USERNAME овај је дрогош 100\%. Ма бољи сте од Сасуола само нисте имали среће. Прокелта судбина  ', positive
'USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME султана ти си бренд најјак!  ', positive
'USERNAME да, ама вака никој нема да ме сфати  озбилно  ', positive
'USERNAME ноуп, можеби само дремка од најмногу 40 мин.  ', negative
'USERNAME ќе најдеме некој лек, мора да има  ', positive
'Изазов прихваћен  ', positive
'Љубовта е кикотење...многу ми е гајле колку години имаш  ', positive
'USERNAME пер стануј бе ајде на диско ќе се иде!  ', positive
'Ако се питате какав је Ивица Дачић био као мали, одговор је клинац из два и по мушкарца.  ', positive
'USERNAME Па, не могу више. \"Ја сам још раније говорио...\", а јуче се родио. И тако 24 сата.  ', positive
'USERNAME USERNAME кога ќе му ги оставиш на маса каај ќе бега  ', positive
'Трудим се.  Никада не бих намерно повредио ни тебе ни било коју другу даму. ;) USERNAME ', positive
'USERNAME претходното или прв пат коа беме уф метаморфозис ак памтиш  ', positive
'USERNAME благодарам многу шизик  Убав провод таму и да дупиш евтини курвичиња за две пијачки 🙊🙉🔥 ', positive
'Рт, лент URL ', positive
'USERNAME Нисам се дуго насмејао  ', positive
'USERNAME не бе баце првиут крак ка wотидеме ус бурис  ', positive
'USERNAME и тука иде гифут со канје  ', positive
'USERNAME океј, си најдов филм за утре кога ќе се вратам после испит, Now You See Me ќе почека  USERNAME ', positive
'USERNAME најсреќен роденден и да ми дојш на помош....:D  ', positive
'Не знам како моје дете има свој идентитет и свој став о свему.А да он је изнад просека.Неко у фамилији мора бити и паметан.Не све битанге  ', positive
'USERNAME многу години тренираше одбојка па ако проба спенкинг по инерција she\'ll send me flying  ', negative
'USERNAME зашо бе после долго време? вмро си?  ', positive
'Пустимо органе, да одраде свој посао..  ', positive
'USERNAME ja частам ајде од мојот   ', positive
'ГРУПА Ц: БАРСЕЛОНА. Манчестер Сити. Борусија Менхенгладбах. Селтик. Не е лошо, не е лошо.  ', positive
'USERNAME упорни се, а тоа успева  ', negative
'Зајебем се пре спавања погледам овог. Нови месија  нема спавања бррр URL ', positive
'USERNAME ми се прочита сВрши ме, што и не е така лош твит  ', positive
'Ајде вгодина реално да играме во ЛШ  URL ', positive
'USERNAME па нема шансе другачије  ', positive
'USERNAME и зема хот-дог со сенф од пред офис. И мислам дека дури и на стоматолог оди.  ', positive
'USERNAME не ти ги поправија на совет бе? ....  ', negative
'Број полицајаца је преполовљен  све прегледали, нису га нашли. Одлетео изгледа. ', positive
'USERNAME јаглерод моноксид го има то дејство  ', positive
'Предлог филм, ама од новиве... После Април 2016  ', positive
'USERNAME Што сакаш коа живееме во 2 држави  ', positive
'USERNAME уеа ис џессика хоеид?  ^_^ ', positive
'USERNAME се шалам, тхе црнче ливес  ', positive
'USERNAME тешко затуцано срање. али на никој начин не ме загрозува. освен ако не носат бурки од азбест, тогаш имаме фрка  ', positive
'имала сам својевремено идеју са другаром милошем да идем по сахранама, да анимирамо народ, ал оженио се смрад па му жена не да  ', negative
'USERNAME не супер е тоа, него ја свиѓам женски онака, не сексуално да им се пуштам сеа нешо... А неам против, таман работа  ', positive
'USERNAME Кој вика ибење, а е од Скопје, жити се?  USERNAME ', positive
'USERNAME штоооо? Зарем немаат прогресивни вредности во Јоордаааан? Зарем не чуле дека прогресивциве на запад се борат за женски права?  ', positive
'USERNAME па очигледно кога ме прашуваш зошто не одел да ги бодри македонските клубови? Или тоа не беше ти?  ', positive
'USERNAME научена ми е лекцијава. Не волку профи  ', positive
'USERNAME ај па че заспијаме  ', positive
'USERNAME рипај тамо док можеш  ', positive
'USERNAME никогаш доста од добра храна па и од слика од храна  ', positive
'USERNAME предложи, може ќе земеш некој денар  ', positive
'USERNAME Историјата е многу заебана ствар. Овој филм дава сосема поинаков поглед. Секој крадел од секого уствари.  ', positive
'USERNAME USERNAME USERNAME најнеомилено место ми е тоа железното, високо  ', negative
'USERNAME зошто? 4am is the magical hour. изгуглај за мистеријата за 4 ам  ', positive
'USERNAME Овие па од скапаните патлиџани па.  ', positive
'USERNAME уууу ми се свиѓа ова, како би му влегол да беше овде   од сеа ако треба храна кај тебе се обраќам :))) ', positive
'USERNAME спорим организатор Путин?  ', positive
'USERNAME док не добију шеќер вероватно  ', positive
'USERNAME Шузнам, мене ме бендиса филмот.  ', positive
'USERNAME нее, без гајле, ептен касно е сега, ама појче ми е жал за тебе  ', positive
'USERNAME USERNAME моар МОАР   ', negative
'USERNAME USERNAME USERNAME то је коце урадио. и његова фамозна паришка коцка, тзв макадам  ', negative
'USERNAME црни си се црни  ', positive
'USERNAME Глеј го да не ти го раскажувам. Има интересен осврт.  ', positive
'Нашли пиштоље, ауто који је возио, снимила га камера, отисци ништа, идентификација ништа, нису га нашли у улазу и отишли  Па јој. ', positive
'телетабисите требаше да бидат црно бели  ', negative
'USERNAME од сите камионџиски твитови овој ти е најјак  ', positive
'USERNAME Најубо  ', positive
'ЈААААААААК  URL ', positive
'USERNAME Стави 4 опције - младиће,мушкарце,девојке,жене  ', positive
'#ОнаКога немаш да идеш на одмор па си замислуваш да пливаш у када 😀😁😂 URL ', positive
'USERNAME немаше да ми биде толку гајле ако претходните неколку дена спиев колку што треба.  ', negative
'USERNAME ова е Олеандер  ', positive
'USERNAME ја избричав главата така шо...да  ', positive
'Јасно - као дан.  URL ', positive
'Џабе пиеш Ајран, ако се ложиш на трибјут Ајран Мејден бендови.  ', negative
'Најубавата нова. Фала Алек  URL ', positive
'Курсаџије #blok45  ', positive
'USERNAME среќен роденден брат и се најубаво  ', positive
'USERNAME ќе се собере народ за такси на крај ко шо гледам јас  ', positive
'Среќен роденден имењак USERNAME и се најдобро  ', positive
'USERNAME ама не  ', negative
'USERNAME ако не е фотогеничен нема лајкови хх  ', negative
'Војводо, Колинда мора пасти!  ', positive
'USERNAME на здравје нека ти се  ', positive
'USERNAME Не смеам гласно мајка ми ќе ме скрши од ќутек  ', positive
'\"Од шо си мирна си патеш у живото\" - Брат ми  ', negative
'USERNAME USERNAME лелеле си имам уште некој/а за отсакување  ', negative
'USERNAME па не знам кој имам на инста више... не си како Швајн сигурно  USERNAME ', negative
'USERNAME ќе ми веруваш ли ако ти кажам дека и јас сум?  И не се шалам, сериозен сум ... :/ ', negative
'USERNAME не ти го сфатив ова ама ајде нека иде  ', negative
'USERNAME USERNAME имaм суплaјзис ќе се скaпи пцуење aкo сликaм  ', positive
'USERNAME USERNAME викај го Јовица, пошо ми е невидлив  ', negative
'USERNAME не ми се мешај у штипки сеа, глеаш дека со братов USERNAME пробуваме да си ја договориме USERNAME за гунгање...  ', negative
'USERNAME не би знаел. Ама слободно сподели  ', positive
'Во тебе би се вљубила повторно  ', negative
'USERNAME а да ги измиеш садовите, пошо ми го загоре гравот, тенџерето ми е партали...   USERNAME ', negative
'USERNAME не ме штедат на тренинг  ', negative
'USERNAME тенкју, тенкјууу понатама ќе видиме како ќе е  URL ', positive
'USERNAME добар почеток онда  URL ', positive
'Добро  јутро Пресретачи  Зоре и сви остали вилењаци, јутрењаци и лајнораниоци  ', positive
'05: 05 јас ја мислам  ', positive
'USERNAME USERNAME јоцо бе даае цел тл си го бележа не можеме другиве љубов да изразиме :/  😢 ', negative
'USERNAME коју год слушам та ми је најлепша , али ова  јутроске, посебна јесте  ', positive
'USERNAME умрећу од лепоте овог јутра  ', positive
'Добро утро, НАЈУБАЈ!  Петоак, а!? Ајде пак од ♥ за сите по едно #FF за сите ♥♥♥ нца...  И специјалното #FF за USERNAME За НАЈУБАЈТЕ!  ', positive
'Јутрос ми се Шумадија сневеселила што стално помињем Банат, јој муко моја како да јој објасним да волим и њу, јадни смо ми мешанци  ', positive
'USERNAME па лепе слике , неке  лепе песме рано зором, фигуративно умирање од лепоте не може да шкоди  ', positive
'USERNAME USERNAME сончево и пријатно  ', positive
'USERNAME USERNAME пријатнооо  и убав викенд  ', positive
'USERNAME USERNAME не сум  Уживајте во ☀ ', positive
'Песниве од сабајле в автобус  ', positive
'USERNAME  па најмалце твитам  ', negative
'USERNAME И тогаш и сега имаа црвени книшки!!  ', positive
'USERNAME добро јутро душо драга  ', positive
'USERNAME сите ќе умрете  (ја сам у Београду) ', positive
'USERNAME Срећа се налази у свему, само је треба знати издвојити. #првакафа #пријатељи #малестваричинеживот Јутро и теби  ', positive
'USERNAME па тоа, ама срам ми беше да признаам јавно  хагахах беај бе! слатка! USERNAME ', negative
'USERNAME благо теби, btw ја не умирам  ', positive
'Оман, децембар 2015. - успомене  URL ', positive
'USERNAME а ти емотивен си посабајле а?  ', positive
'Ако некој ве сака ќе ве рекламира секој ден, не само у петоци  ', positive
'USERNAME добро јутро  ', positive
'#фф за USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME  јер сограѓани  ', positive
'USERNAME гледана  ', positive
'Ројал Чизбургер и 1L Кока Кола... Комбинација „Оди заспиј да те видам“  ', positive
'USERNAME па за филмот не беше, напрај еден куп пари  USERNAME ', positive
'Aло полиција? Го сакам уште  - адннењнфекдјиејнДДФФФФ!!!! многу нервозни одсaбајле бе...:/ ', negative
'USERNAME греота за шиптарите со овој  ', positive
'USERNAME не зборам за мене сеа  ', positive
'#ФФ за USERNAME затоа што има срце големо, и многу си го сакам :-*** како дада жениии  ', positive
'USERNAME не пошто у Македонија сме каде што правото владее  USERNAME ', positive
'USERNAME нема шансиии , ти си дијазепам  ', positive
'USERNAME USERNAME Гледала \"Злочиначке умове\"  ', positive
'USERNAME како мафијашон?  ', positive
'USERNAME исто и во обратна ситуација, може?  ', positive
'USERNAME материјална или душевна среќа ? Да знам дали да РТ  ', positive
'Добро утро пријатели на слободното опшество ,чекај малку не сум Маленкоа,може сум Филип,а може сум и многу јака  URL ', positive
'USERNAME Читај!  URL ', positive
'ко у сну волио бих да си ту  ', positive
'USERNAME јас и муви пуштам надвор  и мислам дека се враќаат  ок може не се истите ама како може човек да знае кога не сме се зближиле  ', negative
'USERNAME го сакаш мојот? не број, заболекар! хеххее  ', positive
'USERNAME све и једна бивша мие то стављала ко life event  ', negative
'USERNAME комплексно ми е да објаснувам што и како, во секој случај не се откажувам, секогаш има ново утре  USERNAME ', positive
'Група на смртта  URL ', positive
'Радни народе, сретан ти петак  URL ', positive
'USERNAME USERNAME јас сум пример за тоа  ', negative
'USERNAME Фала братми. Затоа учев факултет  ', positive
'USERNAME Кежуал на стероидима.  ', positive
'USERNAME Ќути мори, ти најде да збориш!  ', positive
'USERNAME Да да, само шо проверив лани кај играле. Топови  ', positive
'USERNAME USERNAME твитање у Тивту сигурносе зове Тивтање  ', positive
'USERNAME jao... hit ,bravo  Џорџ: Шта је било? Немамо појма! - Радован III URL via USERNAME ', positive
'USERNAME ај...душе <33 #FF назад убава!  ', positive
'USERNAME ја да си прашам колега.  ', positive
'бебо, џеси сад?   лажу дае свиет мали. ние он мали, ное србиа велика ', negative
'Утринското кафосување е #КрушевскаАктивност која не смее да се прескокне.  Добро утро  URL ', positive
'USERNAME добро утро лепото :****** и пониски сме навечер, јбг, гравитација  ', positive
'USERNAME Збор е де, нешто како множина од влакна  ', positive
'USERNAME Бубенце, ште се провозиме ли нак\'ј София? Тези Арсенал ште игра.  ', positive
'Вчера полагав писмено.  На крајот од тестот напишав: Имајте милост професорке  Или ќе положам со 6ка или ќе ме испадат од факултетот. ', negative
'Провалио нас  URL ', positive
'USERNAME мене 10 девојки на секоооој прст една од нив  ', positive
'USERNAME Јес ју кен  ', positive
'USERNAME ја гушна ли?  ', positive
'USERNAME ко да чекаше моја дозвола  ', positive
'Зозовача рулз! Метил алкохол се у Србији не баца, јер и то је алкохол  URL ', positive
'USERNAME USERNAME не знам бе! реков ако има што, гледајте си  ', positive
'USERNAME USERNAME Добро, то је већ посебна тема.  ', positive
'#доброутро #онакога ти е лута по сабајле ...  URL ', negative
'USERNAME Лудогорец и Сасуоло су дошли из нижег ранга такмичења у прве лиге својих држава, што би рекли \"кренули од нуле\"  ', positive
'Највкусното кафенце за спокојно утро  #thegallerycaffe #skopje #helloskopje #macedonia… URL ', positive
'USERNAME Гледај, не е долго, а е многу убаво видео.  URL ', positive
'USERNAME има малце човечност во овој суров свет   ', positive
'Да се ољутиме малце  URL ', positive
'USERNAME наша режија обавезно! Ќе ја наредиме, само нека извадат карти  ', positive
'кога си глуп да сфатиш дека некој зборувал за мајката на тој што сликал кафе, а не твојата, па се покажуваш шо си  URL ', positive
'Чекајте малку другари ... елелеле  URL ', positive
'USERNAME Сакам да ја спојам мојата љубов кон готвењето со мојот антиталент за истото  За убивање сигурно ќе ме бива, од Чаир сум :)) ', positive
'а дека го удрив предното тркало на точакот во задна гума од кола во движење  ', negative
'Филмов ќе биде свршенство #IfYouKnowWhatIMean URL ', positive
'USERNAME Да. Ама за да не кобам нема да посочувам што.  ', positive
'Представих си как мирише масло от малина!  ', positive
'USERNAME не мош да се изначудам оти пратиле мејл. ама стварно.  ', positive
'USERNAME Гарант била хот лајн.  USERNAME ', positive
'Отварање ауто пута. Ускоро и видео!  Идемо даље!  URL ', positive
'USERNAME Научно е докажано дека колку помалку \"го/ја ебааш\" толку поише те поштуе  ', positive
'USERNAME пробував да излезам од вим едиторот, next thing I know и шиткам текст на лајла грејс  ', positive
'USERNAME Ништо во животот не успева со \"главом кроз зид\" методата  ', positive
'USERNAME гласам за Ана на #петарзапојадок #караоке Освебн што денес испеа убаво, ми ја испеа најубавата честитка за роденден!  ', positive
'USERNAME Љубов не е за еден. А фино кажа дека ТИ си мислела  ', negative
'Цел месец у кола слушам ЏезФМ и никој ни поглед ми нема фрлено ..  Утрово си го пуштив ЏејЗи - Магна Карта и сите ме гледаа ко криминалец  ', negative
'USERNAME добро бе, ќе го преместам за месец дена, све не ви чини! Фала брату, #респект!  ', positive
'USERNAME за улепшан дан, зато ме сека грди ако идем наоколо без фризуре и шминке  ', positive
'USERNAME добро бе, ќе го преместам за месец дена, све не ви чини!Фала брату, #респект!  ', positive
'USERNAME среќен нека е се понајубаво  ', positive
'USERNAME ок, доста. ќе.  ', positive
'USERNAME Не. Додека кафето го пијам  *_* ', positive
'USERNAME Гарант.  ', positive
'USERNAME 75 миЉуна за двајца браЧа свака част  ', positive
'Дучић и ја ћемо да певамо  Пријатан дан и вама #СрбиСвииСвуда URL ', positive
'USERNAME изгледа треба само да ве читам  ', positive
'USERNAME јaс вчерa гo aктивирaв истиoт  ', negative
'Срцка  URL ', positive
'USERNAME Бритни, éла ме ритни!  ', positive
'USERNAME па немаше ли некое женско у близина, мајката? Вака премногу прогресивни ќе бевте  ', positive
'USERNAME а то... И царица да ја направиш, ќе ги вика слугите да им вари кафе и да се жали за нешто, што било ама да се жали и да ја жалат  ', positive
'USERNAME USERNAME Може го земал некој  слушај сеа, ако си седи таа таму, да ја стерилизираме за некое времњ. Бебињава да ги сликнеш ', positive
'USERNAME #ФФ и имај убав ден  ', positive
'Тужни пигвин, није добио улогу у новој серији #NationalGeographic  URL ', positive
'Секој од нас како дете се радувал на шапка направена од стар весник  URL ', positive
'USERNAME USERNAME  \'гзлиња ', positive
'USERNAME закон е хорхе, би ми бил омилен цртан лик  ', positive
'USERNAME USERNAME заеби радување  дај да им наоѓаме домче. ', positive
'Е ова е срце од човек, секоја чест URL ', positive
'USERNAME USERNAME URL пуштете ја  ', positive
'Уживајте во последниот викенд од август!  URL ', positive
'USERNAME USERNAME А сепак ја пуштија твојата  ', positive
'.@kraft_mk  - \'Ад-Хок\' ... * Да (си) ја погребам нишкава, од 2015та. По 100ти пат.  URL ', negative
'USERNAME сега ќе му го земат здравјето! Политика и пропаганда! Сурова борба за позиции. И тој истото го прави. Калакурница!  ', positive
'USERNAME USERNAME па чувај ги сите  ќе ти носиме месечно храна хаха шала на страна, да сум на твое место мајката би ја задржала. ', positive
'USERNAME USERNAME напатена на скопскиве улици  USERNAME ќе ја стерилизира  ', positive
'USERNAME најубаво  ', positive
'USERNAME не филозофирај  ', positive
'Нескафе во чаша од битолски јогурт.  URL ', positive
'USERNAME ете не сум знаел за Џулето дека ја пеела у филм  ', positive
'URL  Нешто повеќе за ретро Меркур  Само да разјасниме, можи се` да прајте ама че се напните. #МиленаИЅвездите ', positive
'USERNAME кажуј ги цели скали. Од кај да знам сеа шо да одговорам? Ми даваш две вредности само  ', negative
'USERNAME па ко ќе се смирите најубаво  ', positive
'USERNAME хаха вчера и купив новои влечки мојт да ги пробујла!   ', positive
'... кој како... некои и повеќе од 10 години...  URL ', positive
'После работа на ладно винце во Јавна Соба  URL ', positive
'USERNAME Џабе ќе се караш, има податоци официјални, сите сме сведоци особено за лига европа  ', positive
'URL  Љубов ми е  ', positive
'USERNAME Баш тоа! Експоненцијално ретардира типот  USERNAME USERNAME ', positive
'USERNAME Не знам дали да плачам или да се смеам. На крај, солзи ми потекоа од смеење  ', positive
'USERNAME USERNAME А Аднан фрик ако ви ја пуштиме?! а?  ', positive
'USERNAME USERNAME шо ајвар ?!   ', positive
'Шкендија го сменила името, од денес се викала Шкендија04  ', positive
'USERNAME USERNAME ж‘та че дое од фан на њукасл.  ', positive
'USERNAME USERNAME После Ширер потоп  ', positive
'USERNAME USERNAME ја си знам.  ', positive
'USERNAME е сеа кој е кој?  ', positive
'Вие глумете влијателни, а јас секогаш ќе си ги ретвитам другарчињата кои ме ретвитаат  #ДоброУтро ', positive
'USERNAME ти изгледа за СК2014 зборуваш  ', negative
'USERNAME  Браво за дружето, јасно, гласно... концизно излагање. Секоја чест  ', positive
'USERNAME URL На ово сам алудирао, да се зна.  ', positive
'јој, да ѝ ја видиме на Тереза фацата, ќе излези полоша од Хитлер  URL ', positive
'Ти и поклонуваш тегла ајвар она со друг го јаде  ', negative
'USERNAME Лани од 900 жртви у Европа, 750 се во Турција  Исто на BBC дознав у некоја друга емисија ', negative
'USERNAME Нешто нас актуелна власт не мирише  ', positive
'USERNAME USERNAME јас нешто малку знам и мислам дека е многооогу ОК  ', positive
'Миланов унук, а зове се Зоран. Баш није српски?  ', positive
'Миланов унук, а зове се Зоран. Шта ли је по националности?  ', positive
'USERNAME јеп!  после Симан, ко не знајше кај е топката :))))) ', positive
'Не ве читам, многу известувања имам  URL ', positive
'USERNAME па кога моѓе сите да го лажат зашто не и јас  USERNAME ', positive
'USERNAME фала Мамииии и јас така викам  :* USERNAME ', positive
'USERNAME океј, едно прашање, како можи да ме бендиса некој твит/статус ако претходно не го прочитам?  ', positive
'USERNAME О, да!  URL А преди това и Горан Брегович. ', positive
'Слабо пратим вести, али колико сам сазнао из наслова полиција је опколила и ухапсила зграду у блоку 45?!   ', positive
'USERNAME доаѓај  никогаш не ми било тешко ама ова утро не ме остави кафето да го испијам  ', positive
'USERNAME фала мајче, изволте на торта  ', positive
'USERNAME USERNAME и после ја вака нака  ', positive
'USERNAME овој шофер у секој поглед е оригинален  ', positive
'Никада нисам сањао анђеле  ', negative
'#фф USERNAME ајде заследете  ', positive
'USERNAME те зезав, зборам за игралиштето што сеа ќе го праат зграда.  ', positive
'исто, и ја откажав после неколку епизоди.  URL ', positive
'Најсреќен нека е  USERNAME URL ', positive
'Тигра Барсегјан  URL ', positive
'USERNAME епа ќе пробам прва прилика  ', positive
'USERNAME USERNAME абе не им се секирајте на финансиите ме се од ваш џеб  ', positive
'USERNAME Реал пак имаше успех со типот, Енглези не верувам ни у скора иднина  ', positive
'Малку така да ви појаснам  URL ', positive
'#ФФ USERNAME USERNAME USERNAME USERNAME и нормално за USERNAME зошто често ме засмева  ', positive
'USERNAME USERNAME али ако имаш голи планини имаш кал (факт, скопска црна гора, ерозија, поплави)  ', positive
'USERNAME Знаеме за твојата екипа колку се јаки  ', positive
'USERNAME снимај го тоа!!   ', positive
'USERNAME ија још ово и крај за данас   URL ', positive
'USERNAME МК  из 5го Канала ', positive
'USERNAME јас предвидувам дека ќе се деси тоа пошо треба. Исто и кога спомнав за Мјут имаше реакции па се деси  USERNAME ', positive
'Не се појавив на кастинг за реклама за VIP  Ми беше страв да не сецкам...да не се кочам после тоа  ', positive
'USERNAME 100\% те сакаат, внимавај  ', positive
'USERNAME која победа? Ќе продужат да трошат пари и без законот  ', positive
'USERNAME ах ова е тоа за Џемс Бонд  јасно, може ќе дознаеме USERNAME ', positive
'USERNAME извини брат, ти си призма. Од тебе чекам истражување од типот колку пати во месецот се затвараат семафори за да помине Емил?  ', positive
'USERNAME и тоа од бившиот  ', negative
'USERNAME а време је и било.  ', positive
'USERNAME За после коа ќе и помине да те шутне како парталче  ', positive
'USERNAME тоа пак не ја менува работната позиција и понудената плата  ', positive
'USERNAME следен левел на радост плаќање преку мобилна апликација или автоматизација  ', positive
'USERNAME па прашај, ќе ти каже  ', positive
'Woooow јас мислев дека јас имам проблеми  #дечиња ', positive
'USERNAME само убајни да не куртулиш  ', positive
'USERNAME секоја чест за исклучоците, башка знаеш кој да ти биде симпатија   ', positive
'Одлично е што може да ја правиме и во посна варијанта!  #компир #салата #сезахрана #рецепти URL ', positive
'Дечки, ја никогаш нема да фатам дечко, пошо понекогаш се понашам ко “машко”, а дечко ми секако ќе сака некоја што се понаша ко “женско”.  ', negative
'USERNAME Кој би рекол дека Свето Пивара гаќички симнува.  ', positive
'Искористете ја последната можност да се пријавите!  Јавете се на 075 861 907. URL ', positive
'Септембар у знаку књижевности.  URL ', positive
'само јас кога ќе прочитам Шкендија ми личи на микс меѓу шкембе и пивтија?  Ок  ', negative
'USERNAME или јел има негде пренос?  ', positive
'USERNAME ееј не ми го вреѓај апаратот и така више многу пропати  ', negative
'USERNAME ја па цело време си мислев дека така требало.. а тоа хаос да ти било  USERNAME ', positive
'USERNAME пак во насока на дај прекинете да ги осудувате другите како живеат  можеби и самите ќе сте посреќни ако пробате за промена. ', positive
'USERNAME 107 риплеј, за 110 барај да ти купат оригинал Replay фармерки  ', positive
'<3 Бара дом ова бушаво кутре  URL ', positive
'USERNAME Лошара, да  ', positive
'Вратов ми е толку вкочанет ни ручек не можам да си јадам на мир  ', negative
'USERNAME одамна кажувам ама никој не слуша  ', negative
'USERNAME аз изгубих ума и дума  ', positive
'USERNAME и ја рецимо така би постапила со дечко. шо има на кафе да иде со женски  ', positive
